frame,time_s,found,method,score,sigma_mm,sticker_x_mm,sticker_y_mm,heading_deg,box1_x_mm,box1_y_mm,box2_x_mm,box2_y_mm,box3_x_mm,box3_y_mm,box4_x_mm,box4_y_mm,sticker_height_mm,pitch_deg,roll_deg,plane_fit,stick1_x_mm,stick1_y_mm,stick2_x_mm,stick2_y_mm,stick3_x_mm,stick3_y_mm,stick4_x_mm,stick4_y_mm,wheel_fl_x_mm,wheel_fl_y_mm,wheel_fr_x_mm,wheel_fr_y_mm,wheel_rl_x_mm,wheel_rl_y_mm,wheel_rr_x_mm,wheel_rr_y_mm,1_mm,1_hit,2_mm,2_hit,3_mm,3_hit,4_mm,4_hit
3107,155.3500,1,hybrid:ecc,0.8885,0.191,372.4,2586.4,-90.453,1170.0,93.0,-559.9,106.7,-523.3,4736.6,1206.6,4722.9,1450.0,,,planar,-28.1,2088.1,771.8,2087.2,772.9,3084.7,-26.9,3085.6,1177.2,993.0,-552.8,1006.7,1199.9,3872.9,-530.0,3886.6,972.3,0,-404.6,1,1035.5,0,838.3,0
3108,155.4000,1,hybrid:ecc,0.8858,0.189,371.9,2586.4,-90.589,1163.6,91.2,-566.3,108.9,-518.7,4738.7,1211.2,4720.9,1450.0,,,planar,-29.7,2089.1,770.1,2086.3,773.6,3083.8,-26.3,3086.5,1172.9,991.1,-557.0,1008.9,1202.5,3871.0,-527.4,3888.7,971.7,0,-404.4,1,1034.1,0,838.3,0
3109,155.4500,1,hybrid:ecc,0.8883,0.190,372.4,2586.4,-90.460,1169.7,92.9,-560.2,106.8,-523.0,4736.7,1206.9,4722.8,1450.0,,,planar,-28.1,2088.2,771.7,2087.2,772.9,3084.7,-26.9,3085.6,1177.0,992.9,-553.0,1006.8,1200.1,3872.8,-529.9,3886.7,972.3,0,-404.6,1,1035.4,0,838.3,0
3110,155.5000,1,hybrid:ecc,0.8853,0.192,371.9,2586.5,-90.582,1163.9,91.4,-566.0,108.9,-519.0,4738.7,1210.9,4721.1,1450.0,,,planar,-29.8,2089.1,770.1,2086.4,773.5,3083.8,-26.3,3086.6,1173.1,991.3,-556.8,1008.9,1202.3,3871.2,-527.6,3888.7,971.8,0,-404.4,1,1034.1,0,838.3,0
3111,155.5500,1,hybrid:ecc,0.8878,0.191,372.4,2586.4,-90.460,1169.7,92.9,-560.2,106.8,-523.0,4736.7,1206.9,4722.8,1450.0,,,planar,-28.1,2088.2,771.7,2087.2,772.9,3084.7,-26.9,3085.6,1177.0,992.9,-553.0,1006.8,1200.1,3872.8,-529.9,3886.7,972.3,0,-404.6,1,1035.4,0,838.3,0
3112,155.6000,1,hybrid:ecc,0.8857,0.190,371.8,2586.5,-90.596,1163.2,91.2,-566.7,109.2,-518.5,4738.9,1211.4,4720.9,1450.0,,,planar,-29.9,2089.2,770.0,2086.3,773.5,3083.8,-26.3,3086.6,1172.6,991.1,-557.3,1009.1,1202.5,3871.0,-527.4,3888.9,971.8,0,-404.4,1,1033.9,0,838.3,0
3113,155.6500,1,hybrid:ecc,0.8884,0.190,372.4,2586.4,-90.446,1170.4,93.1,-559.6,106.6,-523.6,4736.5,1206.4,4723.0,1450.0,,,planar,-28.0,2088.1,771.8,2087.3,772.9,3084.7,-27.0,3085.6,1177.4,993.1,-552.6,1006.6,1199.8,3873.0,-530.2,3886.5,972.4,0,-404.7,1,1035.6,0,838.3,0
3114,155.7000,1,hybrid:ecc,0.8856,0.190,371.9,2586.5,-90.589,1163.6,91.3,-566.3,109.0,-518.7,4738.8,1211.2,4721.0,1450.0,,,planar,-29.8,2089.1,770.0,2086.3,773.5,3083.8,-26.3,3086.6,1172.9,991.2,-557.0,1009.0,1202.5,3871.1,-527.4,3888.8,971.8,0,-404.4,1,1034.0,0,838.3,0
3115,155.7500,1,hybrid:ecc,0.8884,0.190,372.4,2586.4,-90.446,1170.4,93.1,-559.6,106.6,-523.6,4736.5,1206.4,4723.0,1450.0,,,planar,-28.0,2088.1,771.8,2087.3,772.9,3084.7,-26.9,3085.6,1177.4,993.1,-552.6,1006.6,1199.8,3873.0,-530.2,3886.5,972.4,0,-404.7,1,1035.6,0,838.3,0
3116,155.8000,1,hybrid:ecc,0.8857,0.191,371.9,2586.5,-90.582,1163.9,91.4,-566.0,108.9,-519.0,4738.7,1210.9,4721.1,1450.0,,,planar,-29.8,2089.1,770.1,2086.4,773.5,3083.8,-26.3,3086.6,1173.1,991.3,-556.8,1008.9,1202.3,3871.2,-527.6,3888.7,971.8,0,-404.4,1,1034.1,0,838.3,0
3117,155.8500,1,hybrid:ecc,0.8884,0.192,372.4,2586.5,-90.453,1170.0,93.1,-559.9,106.8,-523.3,4736.7,1206.6,4723.0,1450.0,,,planar,-28.0,2088.2,771.8,2087.3,772.9,3084.7,-26.9,3085.6,1177.2,993.1,-552.8,1006.8,1199.9,3873.0,-530.0,3886.7,972.4,0,-404.6,1,1035.4,0,838.3,0
3118,155.9000,1,hybrid:ecc,0.8858,0.191,371.9,2586.5,-90.582,1163.9,91.4,-566.0,108.9,-519.0,4738.7,1210.9,4721.1,1450.0,,,planar,-29.8,2089.1,770.1,2086.4,773.5,3083.8,-26.3,3086.6,1173.1,991.3,-556.8,1008.9,1202.3,3871.2,-527.6,3888.7,971.8,0,-404.4,1,1034.1,0,838.3,0
3119,155.9500,1,hybrid:ecc,0.8897,0.191,372.5,2586.5,-90.453,1170.1,93.1,-559.8,106.8,-523.2,4736.7,1206.7,4723.0,1450.0,,,planar,-28.0,2088.2,771.8,2087.3,772.9,3084.8,-26.9,3085.6,1177.3,993.1,-552.7,1006.8,1200.0,3873.0,-529.9,3886.7,972.4,0,-404.5,1,1035.4,0,838.2,0
3120,156.0000,1,hybrid:ecc,0.8875,0.190,371.8,2586.5,-90.589,1163.5,91.3,-566.4,109.0,-518.8,4738.8,1211.1,4721.0,1450.0,,,planar,-29.9,2089.2,769.9,2086.4,773.5,3083.8,-26.4,3086.7,1172.8,991.2,-557.1,1009.0,1202.4,3871.1,-527.5,3888.8,971.8,0,-404.5,1,1034.0,0,838.4,0
3121,156.0500,1,hybrid:ecc,0.8902,0.190,372.4,2586.5,-90.438,1170.7,93.3,-559.3,106.6,-523.9,4736.4,1206.1,4723.2,1450.0,,,planar,-28.0,2088.1,771.9,2087.4,772.8,3084.8,-27.0,3085.6,1177.6,993.3,-552.4,1006.6,1199.6,3873.2,-530.4,3886.5,972.5,0,-404.7,1,1035.5,0,838.3,0
3122,156.1000,1,hybrid:ecc,0.8873,0.190,371.8,2586.5,-90.589,1163.5,91.3,-566.4,109.0,-518.8,4738.8,1211.1,4721.0,1450.0,,,planar,-29.8,2089.2,770.0,2086.4,773.5,3083.9,-26.3,3086.7,1172.8,991.2,-557.1,1009.0,1202.4,3871.1,-527.5,3888.8,971.8,0,-404.5,1,1034.0,0,838.4,0
3123,156.1500,1,hybrid:ecc,0.8901,0.190,372.4,2586.5,-90.446,1170.4,93.2,-559.6,106.7,-523.6,4736.6,1206.4,4723.1,1450.0,,,planar,-28.0,2088.2,771.9,2087.4,772.9,3084.8,-27.0,3085.6,1177.4,993.2,-552.6,1006.7,1199.8,3873.1,-530.2,3886.6,972.5,0,-404.7,1,1035.5,0,838.3,0
3124,156.2000,1,hybrid:ecc,0.8873,0.190,371.8,2586.5,-90.589,1163.5,91.3,-566.4,109.0,-518.8,4738.8,1211.1,4721.0,1450.0,,,planar,-29.9,2089.2,770.0,2086.4,773.5,3083.8,-26.3,3086.7,1172.8,991.2,-557.1,1009.0,1202.4,3871.1,-527.5,3888.8,971.8,0,-404.5,1,1034.0,0,838.4,0
3125,156.2500,1,hybrid:ecc,0.8900,0.190,372.4,2586.5,-90.438,1170.7,93.3,-559.3,106.6,-523.9,4736.4,1206.1,4723.2,1450.0,,,planar,-28.0,2088.1,771.9,2087.4,772.8,3084.8,-27.0,3085.6,1177.6,993.3,-552.4,1006.6,1199.6,3873.2,-530.4,3886.5,972.5,0,-404.7,1,1035.5,0,838.3,0
3126,156.3000,1,hybrid:ecc,0.8870,0.190,371.8,2586.5,-90.589,1163.5,91.3,-566.4,109.0,-518.8,4738.8,1211.1,4721.0,1450.0,,,planar,-29.9,2089.2,770.0,2086.4,773.5,3083.9,-26.4,3086.7,1172.8,991.2,-557.1,1009.0,1202.4,3871.1,-527.5,3888.8,971.8,0,-404.5,1,1034.0,0,838.4,0
3127,156.3500,1,hybrid:ecc,0.8898,0.189,372.4,2586.5,-90.446,1170.4,93.2,-559.6,106.7,-523.6,4736.6,1206.4,4723.1,1450.0,,,planar,-28.0,2088.2,771.9,2087.4,772.9,3084.8,-27.0,3085.6,1177.4,993.2,-552.6,1006.7,1199.8,3873.1,-530.2,3886.6,972.5,0,-404.7,1,1035.5,0,838.3,0
3128,156.4000,1,hybrid:ecc,0.8873,0.188,371.8,2586.5,-90.589,1163.5,91.3,-566.4,109.0,-518.8,4738.8,1211.1,4721.0,1450.0,,,planar,-29.9,2089.2,770.0,2086.4,773.5,3083.9,-26.4,3086.7,1172.8,991.2,-557.1,1009.0,1202.4,3871.1,-527.5,3888.8,971.8,0,-404.5,1,1034.0,0,838.4,0
3129,156.4500,1,hybrid:ecc,0.8900,0.189,372.5,2586.5,-90.438,1170.8,93.3,-559.2,106.6,-523.8,4736.4,1206.2,4723.2,1450.0,,,planar,-28.0,2088.1,771.9,2087.4,772.9,3084.8,-27.0,3085.6,1177.7,993.3,-552.3,1006.6,1199.7,3873.2,-530.3,3886.5,972.5,0,-404.6,1,1035.5,0,838.2,0
3130,156.5000,1,hybrid:ecc,0.8870,0.188,371.8,2586.5,-90.589,1163.5,91.3,-566.4,109.0,-518.8,4738.8,1211.1,4721.0,1450.0,,,planar,-29.9,2089.2,770.0,2086.4,773.5,3083.8,-26.3,3086.7,1172.8,991.2,-557.1,1009.0,1202.4,3871.1,-527.5,3888.8,971.8,0,-404.5,1,1034.0,0,838.4,0
3131,156.5500,1,hybrid:ecc,0.8899,0.188,372.5,2586.5,-90.438,1170.8,93.3,-559.2,106.6,-523.8,4736.4,1206.2,4723.2,1450.0,,,planar,-28.0,2088.1,771.9,2087.4,772.9,3084.8,-27.0,3085.6,1177.7,993.3,-552.3,1006.6,1199.7,3873.2,-530.3,3886.5,972.5,0,-404.6,1,1035.5,0,838.2,0
3132,156.6000,1,hybrid:ecc,0.8871,0.188,371.8,2586.5,-90.589,1163.5,91.3,-566.4,109.0,-518.8,4738.8,1211.1,4721.0,1450.0,,,planar,-29.9,2089.2,770.0,2086.4,773.5,3083.8,-26.3,3086.7,1172.8,991.2,-557.1,1009.0,1202.4,3871.1,-527.5,3888.8,971.8,0,-404.5,1,1034.0,0,838.4,0
3133,156.6500,1,hybrid:ecc,0.8908,0.188,372.5,2586.5,-90.438,1170.8,93.3,-559.2,106.6,-523.8,4736.4,1206.2,4723.2,1450.0,,,planar,-27.9,2088.1,771.9,2087.4,772.9,3084.8,-26.9,3085.6,1177.7,993.3,-552.3,1006.6,1199.7,3873.2,-530.3,3886.5,972.5,0,-404.6,1,1035.5,0,838.2,0
3134,156.7000,1,hybrid:ecc,0.8880,0.188,371.9,2586.5,-90.589,1163.6,91.3,-566.3,109.0,-518.7,4738.8,1211.2,4721.0,1450.0,,,planar,-29.8,2089.2,770.1,2086.4,773.5,3083.9,-26.3,3086.7,1172.9,991.2,-557.0,1009.0,1202.5,3871.1,-527.4,3888.8,971.8,0,-404.4,1,1034.0,0,838.3,0
3135,156.7500,1,hybrid:ecc,0.8911,0.188,372.5,2586.5,-90.438,1170.8,93.3,-559.2,106.6,-523.8,4736.4,1206.2,4723.2,1450.0,,,planar,-27.9,2088.1,772.0,2087.4,772.9,3084.9,-26.9,3085.6,1177.7,993.3,-552.3,1006.6,1199.7,3873.2,-530.3,3886.5,972.5,0,-404.6,1,1035.5,0,838.2,0
3136,156.8000,1,hybrid:ecc,0.8883,0.188,371.9,2586.5,-90.589,1163.6,91.3,-566.3,109.0,-518.7,4738.8,1211.2,4721.0,1450.0,,,planar,-29.8,2089.2,770.1,2086.4,773.5,3083.9,-26.3,3086.7,1172.9,991.2,-557.0,1009.0,1202.5,3871.1,-527.4,3888.8,971.8,0,-404.4,1,1034.0,0,838.3,0
3137,156.8500,1,hybrid:ecc,0.8910,0.188,372.5,2586.5,-90.438,1170.8,93.3,-559.2,106.6,-523.8,4736.4,1206.2,4723.2,1450.0,,,planar,-27.9,2088.1,772.0,2087.4,772.9,3084.8,-26.9,3085.6,1177.7,993.3,-552.3,1006.6,1199.7,3873.2,-530.3,3886.5,972.5,0,-404.6,1,1035.5,0,838.2,0
3138,156.9000,1,hybrid:ecc,0.8882,0.188,371.9,2586.5,-90.589,1163.6,91.3,-566.3,109.0,-518.7,4738.8,1211.2,4721.0,1450.0,,,planar,-29.8,2089.2,770.1,2086.4,773.5,3083.9,-26.3,3086.7,1172.9,991.2,-557.0,1009.0,1202.5,3871.1,-527.4,3888.8,971.8,0,-404.4,1,1034.0,0,838.3,0
3139,156.9500,1,hybrid:ecc,0.8913,0.188,372.5,2586.5,-90.438,1170.8,93.3,-559.2,106.6,-523.8,4736.4,1206.2,4723.2,1450.0,,,planar,-27.8,2088.1,772.0,2087.4,772.9,3084.9,-26.9,3085.6,1177.7,993.3,-552.3,1006.6,1199.7,3873.2,-530.3,3886.5,972.5,0,-404.6,1,1035.5,0,838.2,0
3140,157.0000,1,hybrid:ecc,0.8887,0.188,371.9,2586.5,-90.589,1163.6,91.3,-566.3,109.0,-518.7,4738.8,1211.2,4721.0,1450.0,,,planar,-29.8,2089.2,770.1,2086.4,773.6,3083.8,-26.2,3086.7,1172.9,991.2,-557.0,1009.0,1202.5,3871.1,-527.4,3888.8,971.8,0,-404.4,1,1034.0,0,838.3,0
3141,157.0500,1,hybrid:ecc,0.8920,0.188,372.6,2586.5,-90.438,1170.9,93.3,-559.1,106.6,-523.7,4736.4,1206.3,4723.2,1450.0,,,planar,-27.8,2088.1,772.0,2087.4,773.0,3084.8,-26.9,3085.6,1177.8,993.3,-552.2,1006.6,1199.8,3873.2,-530.2,3886.5,972.5,0,-404.5,1,1035.5,0,838.1,0
3142,157.1000,1,hybrid:ecc,0.8863,0.194,372.0,2586.6,-90.574,1164.3,91.6,-565.6,108.9,-519.1,4738.7,1210.8,4721.3,1450.0,,,planar,-29.6,2089.1,770.3,2086.5,773.5,3084.0,-26.4,3086.6,1173.4,991.5,-556.5,1008.9,1202.2,3871.4,-527.7,3888.7,972.0,0,-404.3,1,1034.1,0,838.2,0
3143,157.1500,1,hybrid:ecc,0.8887,0.194,372.5,2586.5,-90.431,1171.1,93.4,-558.9,106.5,-524.0,4736.3,1205.9,4723.3,1450.0,,,planar,-27.8,2088.1,772.0,2087.5,772.8,3084.9,-27.1,3085.6,1177.9,993.4,-552.1,1006.4,1199.5,3873.3,-530.4,3886.4,972.5,0,-404.6,1,1035.6,0,838.3,0
3144,157.2000,1,hybrid:ecc,0.8861,0.194,372.0,2586.5,-90.560,1165.0,91.7,-564.9,108.6,-519.7,4738.3,1210.2,4721.4,1450.0,,,planar,-29.4,2089.0,770.4,2086.6,773.4,3084.1,-26.4,3086.5,1173.8,991.6,-556.2,1008.5,1201.9,3871.5,-528.0,3888.4,972.0,0,-404.4,1,1034.3,0,838.3,0
3145,157.2500,1,hybrid:ecc,0.8888,0.193,372.5,2586.5,-90.431,1171.1,93.4,-558.9,106.5,-524.0,4736.3,1205.9,4723.3,1450.0,,,planar,-27.8,2088.1,772.0,2087.5,772.8,3084.9,-27.1,3085.5,1177.9,993.4,-552.1,1006.4,1199.5,3873.3,-530.4,3886.4,972.5,0,-404.6,1,1035.6,0,838.3,0
3146,157.3000,1,hybrid:ecc,0.8864,0.194,372.0,2586.5,-90.560,1165.0,91.7,-564.9,108.6,-519.7,4738.3,1210.2,4721.4,1450.0,,,planar,-29.4,2089.0,770.5,2086.6,773.5,3084.1,-26.4,3086.5,1173.8,991.6,-556.1,1008.5,1201.9,3871.5,-528.0,3888.4,972.0,0,-404.4,1,1034.3,0,838.3,0
3147,157.3500,1,hybrid:ecc,0.8886,0.193,372.5,2586.5,-90.431,1171.1,93.4,-558.9,106.5,-524.0,4736.3,1205.9,4723.3,1450.0,,,planar,-27.8,2088.1,772.0,2087.5,772.8,3084.9,-27.1,3085.5,1177.9,993.4,-552.1,1006.4,1199.5,3873.3,-530.4,3886.4,972.5,0,-404.6,1,1035.6,0,838.3,0
3148,157.4000,1,hybrid:ecc,0.8863,0.193,372.0,2586.5,-90.560,1165.0,91.7,-564.9,108.6,-519.7,4738.3,1210.2,4721.4,1450.0,,,planar,-29.4,2089.0,770.4,2086.6,773.4,3084.1,-26.5,3086.5,1173.8,991.6,-556.2,1008.5,1201.9,3871.5,-528.0,3888.4,972.0,0,-404.4,1,1034.3,0,838.3,0
3149,157.4500,1,hybrid:ecc,0.8889,0.192,372.5,2586.5,-90.431,1171.1,93.4,-558.9,106.5,-524.0,4736.3,1205.9,4723.3,1450.0,,,planar,-27.8,2088.1,772.0,2087.5,772.8,3084.9,-27.1,3085.5,1177.9,993.4,-552.1,1006.4,1199.5,3873.3,-530.4,3886.4,972.5,0,-404.6,1,1035.6,0,838.3,0
3150,157.5000,1,hybrid:ecc,0.8864,0.193,371.9,2586.6,-90.575,1164.2,91.6,-565.7,108.9,-519.2,4738.7,1210.7,4721.3,1450.0,,,planar,-29.6,2089.1,770.2,2086.5,773.5,3084.0,-26.4,3086.6,1173.3,991.5,-556.6,1008.9,1202.1,3871.4,-527.8,3888.7,972.0,0,-404.4,1,1034.1,0,838.3,0
3151,157.5500,1,hybrid:ecc,0.8892,0.192,372.5,2586.5,-90.431,1171.1,93.4,-558.9,106.5,-524.0,4736.3,1205.9,4723.3,1450.0,,,planar,-27.8,2088.1,772.0,2087.5,772.7,3084.9,-27.1,3085.5,1177.9,993.4,-552.1,1006.4,1199.5,3873.3,-530.4,3886.4,972.5,0,-404.6,1,1035.6,0,838.3,0
3152,157.6000,1,hybrid:ecc,0.8863,0.193,372.0,2586.6,-90.567,1164.7,91.7,-565.3,108.8,-519.4,4738.6,1210.5,4721.4,1450.0,,,planar,-29.6,2089.1,770.3,2086.6,773.5,3084.0,-26.4,3086.6,1173.6,991.6,-556.3,1008.7,1202.1,3871.5,-527.8,3888.6,972.0,0,-404.4,1,1034.1,0,838.2,0
3153,157.6500,1,hybrid:ecc,0.8891,0.192,372.5,2586.5,-90.431,1171.1,93.4,-558.9,106.5,-524.0,4736.3,1205.9,4723.3,1450.0,,,planar,-27.8,2088.1,772.0,2087.5,772.8,3084.9,-27.1,3085.5,1177.9,993.4,-552.1,1006.4,1199.5,3873.3,-530.4,3886.4,972.5,0,-404.6,1,1035.6,0,838.3,0
3154,157.7000,1,hybrid:ecc,0.8864,0.193,372.0,2586.6,-90.560,1165.0,91.8,-564.9,108.7,-519.7,4738.4,1210.2,4721.5,1450.0,,,planar,-29.5,2089.0,770.4,2086.6,773.4,3084.1,-26.4,3086.5,1173.8,991.7,-556.1,1008.6,1201.9,3871.6,-528.0,3888.5,972.1,0,-404.4,1,1034.2,0,838.3,0
3155,157.7500,1,hybrid:ecc,0.8890,0.192,372.4,2586.5,-90.431,1171.0,93.4,-559.0,106.5,-524.1,4736.3,1205.8,4723.3,1450.0,,,planar,-27.9,2088.1,772.0,2087.5,772.7,3084.9,-27.1,3085.5,1177.8,993.4,-552.2,1006.4,1199.4,3873.3,-530.5,3886.4,972.5,0,-404.7,1,1035.6,0,838.4,0
3156,157.8000,1,hybrid:ecc,0.8849,0.193,371.8,2586.6,-90.567,1164.5,91.7,-565.5,108.8,-519.6,4738.6,1210.3,4721.4,1450.0,,,planar,-29.7,2089.1,770.2,2086.6,773.4,3084.0,-26.5,3086.6,1173.4,991.6,-556.5,1008.7,1201.9,3871.5,-528.0,3888.6,972.0,0,-404.6,1,1034.1,0,838.4,0
3157,157.8500,1,hybrid:ecc,0.8880,0.192,372.4,2586.5,-90.431,1171.0,93.4,-559.0,106.5,-524.1,4736.3,1205.8,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.7,3084.9,-27.2,3085.6,1177.8,993.4,-552.2,1006.4,1199.4,3873.3,-530.5,3886.4,972.5,0,-404.7,1,1035.6,0,838.4,0
3158,157.9000,1,hybrid:ecc,0.8850,0.193,371.7,2586.6,-90.567,1164.4,91.7,-565.6,108.8,-519.7,4738.6,1210.2,4721.4,1450.0,,,planar,-29.8,2089.1,770.0,2086.6,773.2,3084.0,-26.6,3086.6,1173.3,991.6,-556.6,1008.7,1201.8,3871.5,-528.1,3888.6,972.0,0,-404.7,1,1034.1,0,838.5,0
3159,157.9500,1,hybrid:ecc,0.8880,0.192,372.3,2586.5,-90.424,1171.2,93.5,-558.8,106.3,-524.5,4736.2,1205.5,4723.4,1450.0,,,planar,-27.9,2088.0,771.9,2087.5,772.5,3085.0,-27.3,3085.5,1177.9,993.5,-552.1,1006.3,1199.2,3873.4,-530.8,3886.2,972.6,0,-404.9,1,1035.7,0,838.5,0
3160,158.0000,1,hybrid:ecc,0.8850,0.193,371.8,2586.6,-90.560,1164.8,91.8,-565.1,108.7,-519.9,4738.4,1210.0,4721.5,1450.0,,,planar,-29.6,2089.0,770.2,2086.6,773.2,3084.1,-26.6,3086.5,1173.6,991.7,-556.4,1008.6,1201.7,3871.6,-528.2,3888.5,972.0,0,-404.6,1,1034.2,0,838.5,0
3161,158.0500,1,hybrid:ecc,0.8878,0.193,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.5,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3162,158.1000,1,hybrid:ecc,0.8853,0.191,371.8,2586.6,-90.567,1164.5,91.7,-565.5,108.8,-519.6,4738.6,1210.3,4721.4,1450.0,,,planar,-29.7,2089.1,770.2,2086.6,773.2,3084.1,-26.6,3086.5,1173.4,991.6,-556.5,1008.7,1201.9,3871.5,-528.0,3888.6,972.0,0,-404.6,1,1034.1,0,838.4,0
3163,158.1500,1,hybrid:ecc,0.8881,0.191,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.6,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3164,158.2000,1,hybrid:ecc,0.8853,0.192,371.8,2586.6,-90.567,1164.5,91.7,-565.5,108.8,-519.6,4738.6,1210.3,4721.4,1450.0,,,planar,-29.7,2089.1,770.1,2086.6,773.3,3084.0,-26.6,3086.6,1173.4,991.6,-556.5,1008.7,1201.9,3871.5,-528.0,3888.6,972.0,0,-404.6,1,1034.1,0,838.4,0
3165,158.2500,1,hybrid:ecc,0.8881,0.191,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.6,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3166,158.3000,1,hybrid:ecc,0.8855,0.191,371.8,2586.6,-90.567,1164.5,91.7,-565.5,108.8,-519.6,4738.6,1210.3,4721.4,1450.0,,,planar,-29.7,2089.1,770.1,2086.6,773.2,3084.1,-26.6,3086.6,1173.4,991.6,-556.5,1008.7,1201.9,3871.5,-528.0,3888.6,972.0,0,-404.6,1,1034.1,0,838.4,0
3167,158.3500,1,hybrid:ecc,0.8879,0.191,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.6,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3168,158.4000,1,hybrid:ecc,0.8845,0.192,371.7,2586.6,-90.575,1164.0,91.6,-565.9,108.9,-519.4,4738.7,1210.5,4721.3,1450.0,,,planar,-29.8,2089.2,770.0,2086.6,773.3,3084.0,-26.6,3086.6,1173.1,991.5,-556.8,1008.9,1201.9,3871.4,-528.0,3888.7,972.0,0,-404.6,1,1034.1,0,838.5,0
3169,158.4500,1,hybrid:ecc,0.8871,0.191,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.5,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3170,158.5000,1,hybrid:ecc,0.8842,0.192,371.7,2586.6,-90.575,1164.0,91.6,-565.9,108.9,-519.4,4738.7,1210.5,4721.3,1450.0,,,planar,-29.8,2089.2,770.0,2086.6,773.3,3084.0,-26.6,3086.6,1173.1,991.5,-556.8,1008.9,1201.9,3871.4,-528.0,3888.7,972.0,0,-404.6,1,1034.1,0,838.5,0
3171,158.5500,1,hybrid:ecc,0.8872,0.191,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.5,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3172,158.6000,1,hybrid:ecc,0.8843,0.192,371.7,2586.6,-90.582,1163.7,91.5,-566.2,109.0,-519.2,4738.8,1210.7,4721.2,1450.0,,,planar,-29.9,2089.2,770.0,2086.5,773.3,3084.0,-26.6,3086.6,1172.9,991.4,-557.0,1009.0,1202.1,3871.3,-527.8,3888.8,971.9,0,-404.6,1,1034.0,0,838.5,0
3173,158.6500,1,hybrid:ecc,0.8873,0.191,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.5,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3174,158.7000,1,hybrid:ecc,0.8844,0.191,371.7,2586.6,-90.582,1163.7,91.5,-566.2,109.0,-519.2,4738.8,1210.7,4721.2,1450.0,,,planar,-29.9,2089.2,770.0,2086.5,773.3,3084.0,-26.6,3086.6,1172.9,991.4,-557.0,1009.0,1202.1,3871.3,-527.8,3888.8,971.9,0,-404.6,1,1034.0,0,838.5,0
3175,158.7500,1,hybrid:ecc,0.8874,0.191,372.3,2586.5,-90.431,1170.9,93.4,-559.1,106.5,-524.2,4736.3,1205.7,4723.3,1450.0,,,planar,-28.0,2088.1,771.9,2087.5,772.5,3085.0,-27.3,3085.5,1177.7,993.4,-552.3,1006.4,1199.3,3873.3,-530.6,3886.4,972.5,0,-404.8,1,1035.6,0,838.5,0
3176,158.8000,1,hybrid:ecc,0.8845,0.191,371.7,2586.6,-90.582,1163.7,91.5,-566.2,109.0,-519.2,4738.8,1210.7,4721.2,1450.0,,,planar,-29.9,2089.2,770.0,2086.5,773.3,3084.0,-26.6,3086.6,1172.9,991.4,-557.0,1009.0,1202.1,3871.3,-527.8,3888.8,971.9,0,-404.6,1,1034.0,0,838.5,0
